标题,开发商,房子信息,发布信息,售价/万,单价
江上明月复式结构 一线江景东边套。毛坯带车位,中天·江上明月 -金东区,4室2厅 | 144平米 | 南 | 其他 | 高楼层(共16层)  | 暂无数据,2人关注 / 一年前发布,480,"33,334元/平"
新小区 小区环境好 交通方便 房东诚心出售,碧桂园德信·君宸府 -武义县,3室2厅 | 114平米 | 南 | 其他 | 中楼层(共17层)  | 暂无数据,0人关注 / 一年前发布,175,"15,351元/平"
常青新城 3室2厅 南,常青新城 -婺城新区,3室2厅 | 116.28平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 8个月以前发布,185,"15,910元/平"
视野宽阔，采光充足，配套设施齐全，交通便利,海伦堡珺玥府 -金义都市新区,2室1厅 | 89平米 | 南 | 其他 | 高楼层(共33层)  | 板塔结合,0人关注 / 4个月以前发布,125,"14,045元/平"
顶楼复式，大空间户型，格局视野好,华鼎公馆 -婺城新区,5室3厅 | 203平米 | 南 北 | 其他 | 高楼层(共21层)  | 板楼,2人关注 / 一年前发布,230,"11,331元/平"
：户型方正 小区环境静谧舒适物业质量好,保集江湾花园 -金东区,3室2厅 | 131平米 | 南 | 其他 | 低楼层(共17层)  | 板塔结合,0人关注 / 2个月以前发布,398,"30,382元/平"
未满年.毛坯房.户型方正，上下两层复式，交通便利,金厦银湖城 -婺城新区,4室2厅 | 183平米 | 南 | 其他 | 低楼层(共11层)  | 暂无数据,2人关注 / 一年前发布,200,"10,929元/平"
意谐缤虹星城 3室2厅 南,意谐缤虹星城 -婺城新区,3室2厅 | 89平米 | 南 | 其他 | 低楼层(共33层)  | 暂无数据,0人关注 / 11个月以前发布,149.5,"16,798元/平"
户型方正  精装 带车位 高楼层 南北朝向 采光 好,金地艺境 -金东区,2室2厅 | 89平米 | 南 北 | 其他 | 高楼层(共30层)  | 板塔结合,1人关注 / 一年前发布,238.8,"26,832元/平"
此房户型方正，，楼层好，视野开阔，距离湖海塘近,紫丁花园 -湖海塘,3室2厅 | 110平米 | 南 | 其他 | 高楼层(共16层)  | 暂无数据,1人关注 / 5个月以前发布,195,"17,728元/平"
东方前城，带车库，楼层好，采光好，拎包入住。,东方前城北区 -江北,4室2厅 | 130.04平米 | 南 | 其他 | 高楼层(共6层)  | 板塔结合,2人关注 / 一年前发布,193,"14,842元/平"
户型方正，两房朝南，楼层好，采光充足，厨卫在房子.,凤凰花园 -江北,3室2厅 | 120平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,3人关注 / 一年前发布,230,"19,167元/平"
交通方便，配套齐全，环境好。。。。,中港浅水湾 -多湖,3室2厅 | 126平米 | 东南 | 其他 | 中楼层(共17层)  | 塔楼,6人关注 / 一年前发布,247,"19,604元/平"
美的融信•君兰江山4-2-1-2 143.00m² 500 万,美的融信•君兰江山 -多湖,4室2厅 | 143平米 | 南 | 其他 | 中楼层(共17层)  | 板塔结合,2人关注 / 一年前发布,500,"34,966元/平"
精装电梯房，地理位置佳，户型格局好，生活便利,玉龙华府 -婺城新区,3室2厅 | 89.6平米 | 南 | 其他 | 低楼层(共7层)  | 板楼,2人关注 / 一年前发布,129.8,"14,487元/平"
三江国际花园 好楼层 好户型 诚心出售,三江国际花园 -多湖,3室2厅 | 122平米 | 南 | 其他 | 中楼层(共11层)  | 板楼,1人关注 / 一年前发布,310,"25,410元/平"
万固西江月 4室2厅 南 北,万固西江月 -婺城新区,4室2厅 | 138平米 | 南 北 | 其他 | 中楼层(共19层)  | 暂无数据,0人关注 / 8个月以前发布,165,"11,957元/平"
金厦银湖城 4室2厅 南,金厦银湖城 -婺城新区,4室2厅 | 126.7平米 | 南 | 其他 | 高楼层(共18层)  | 暂无数据,0人关注 / 11个月以前发布,208,"16,417元/平"
西城映象两房带附房，已满二年，房东诚心出售,西城映象 -婺城新区,3室2厅 | 89平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,2人关注 / 一年前发布,95,"10,675元/平"
三江国际三房 .三江国际 诚心出售 看房方便 .,三江国际花园 -多湖,3室2厅 | 108平米 | 南 | 其他 | 中楼层(共15层)  | 板楼,0人关注 / 一年前发布,278,"25,741元/平"
万固西江月 4室2厅 南,万固西江月 -婺城新区,4室2厅 | 138平米 | 南 | 其他 | 中楼层(共19层)  | 暂无数据,0人关注 / 10个月以前发布,175,"12,682元/平"
环境优雅，视野宽阔，光线足，能看到江，适合居住,中港浅水湾 -多湖,3室2厅 | 126平米 | 南 | 其他 | 高楼层(共17层)  | 塔楼,0人关注 / 一年前发布,235.8,"18,715元/平"
西边套，楼层好，采光无遮挡，活动空间大,金湖雅苑 -湖海塘,3室1厅 | 109.99平米 | 南 | 其他 | 中楼层(共18层)  | 平房,0人关注 / 一年前发布,260,"23,639元/平"
小区配套齐全，交通便利视野宽阔。采光充足。朝南格局,滨江小区 -婺城新区,4室3厅 | 98.72平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 一年前发布,135,"13,676元/平"
星河湾，满两年，带辅房，户型好，南北通透,星河湾 -婺城新区,3室2厅 | 124.39平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,140,"11,255元/平"
三江国际三房 .三江国际 诚心出售 看房方便 .,三江国际花园 -多湖,3室2厅 | 122.6平米 | 南 | 其他 | 中楼层(共11层)  | 板楼,0人关注 / 一年前发布,330,"26,917元/平"
交通方便带房屋方正、房型设计布局合理、附房,三江国际花园 -多湖,2室2厅 | 100.2平米 | 南 | 其他 | 低楼层(共11层)  | 板楼,0人关注 / 一年前发布,230,"22,955元/平"
此房精装修.出行.购物方便.3房2卫.拎包入住.,巨龙山水逸居 -婺城新区,3室2厅 | 89平米 | 南 | 其他 | 高楼层(共15层)  | 板楼,0人关注 / 一年前发布,140,"15,731元/平"
君兰江山的精装大四房，自住装修，看房提前联系,美的融信•君兰江山 -多湖,4室1厅 | 127平米 | 南 | 其他 | 低楼层(共16层)  | 板塔结合,2人关注 / 9个月以前发布,418,"32,914元/平"
西城映象两房带附房，已满二年，房东诚心出售,西城映象 -婺城新区,3室2厅 | 89平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,2人关注 / 一年前发布,95,"10,675元/平"
万固西江月 4室2厅 南,万固西江月 -婺城新区,4室2厅 | 138平米 | 南 | 其他 | 中楼层(共19层)  | 暂无数据,0人关注 / 10个月以前发布,175,"12,682元/平"
三江国际三房 .三江国际 诚心出售 看房方便 .,三江国际花园 -多湖,3室2厅 | 108平米 | 南 | 其他 | 中楼层(共15层)  | 板楼,0人关注 / 一年前发布,278,"25,741元/平"
简装，可出租可自住。边套户型哦。,星河湾风渡 -婺城新区,3室2厅 | 89平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 一年前发布,139.8,"15,708元/平"
中天·江上明月 2室2厅 南,中天·江上明月 -金东区,2室2厅 | 75平米 | 南 | 其他 | 低楼层(共9层)  | 暂无数据,0人关注 / 10个月以前发布,258,"34,400元/平"
格局方正、视野开阔、地下车位，交通方便,聚佳鑫湖畔 -金东区,3室2厅 | 127.54平米 | 南 | 其他 | 中楼层(共17层)  | 暂无数据,1人关注 / 一年前发布,155,"12,154元/平"
小区环境好，户型方正，交通方便门口在建万固广场,金报江景公寓 -金东区,3室1厅 | 132平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 8个月以前发布,198.8,"15,061元/平"
：晓郡二期，楼层高视线好，百变毛坯带车位,融创晓郡花园二期 -金东区,4室2厅 | 127平米 | 东南 | 其他 | 中楼层(共33层)  | 塔楼,1人关注 / 一年前发布,270,"21,260元/平"
上铁江枫雅苑 3室2厅 南 北,上铁江枫雅苑 -江北,3室2厅 | 123平米 | 南 北 | 其他 | 高楼层(共10层)  | 暂无数据,1人关注 / 8个月以前发布,185,"15,041元/平"
此房是电梯复式房，已装修未入住，省去装修的麻烦。,怡景聚贤庭 -婺城新区,4室2厅 | 195平米 | 南 北 | 其他 | 高楼层(共10层)  | 板楼,3人关注 / 一年前发布,300,"15,385元/平"
环球春江花园，带车库 装修好了  领包入住,环球春江花园 -江北,3室2厅 | 139平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,1人关注 / 11个月以前发布,245,"17,626元/平"
月亮湾小区配套设施齐全，交通便利，视野宽阔,月亮湾 -江南,3室2厅 | 133平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 一年前发布,360,"27,068元/平"
小区位置好，学霸之家，教师之家，景观好,南湖花园南区 -江南,4室2厅 | 158.53平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,290,"18,294元/平"
经典3房设计楼层好，格局通风都好；业主诚心出售,中村小区 -江南,3室2厅 | 77.76平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 一年前发布,298,"38,324元/平"
经典3房，满两年，带附房，精装修，楼层好采光充足,金报公寓 -江南,3室2厅 | 109平米 | 南 | 其他 | 低楼层(共7层)  | 板楼,0人关注 / 一年前发布,260,"23,854元/平"
泰地·世锦园小区座落于金华江南板块的繁华地段,泰地世锦园 -江南,3室2厅 | 143.5平米 | 南 | 其他 | 中楼层(共11层)  | 板楼,1人关注 / 一年前发布,380,"26,481元/平"
此房满两年省税费，视野开阔无遮挡,金发.豪园 -江南,3室2厅 | 113平米 | 南 | 精装 | 高楼层(共17层)  | 塔楼,2人关注 / 一年前发布,269.8,"23,877元/平"
景观园 大4房 带车库车位 精装修 户型方正 环境好,景观园 -江南,4室2厅 | 165平米 | 南 | 其他 | 低楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,298,"18,061元/平"
今飞花园，二楼，四房大面积，带车库,今飞花园 -江北,4室2厅 | 150平米 | 南 | 简装 | 低楼层(共6层)  | 平房,0人关注 / 一年前发布,240,"16,000元/平"
湖海塘板块 金色海塘 百变毛坯 带车位 户型好,金色海塘 -江南,3室2厅 | 125.2平米 | 南 | 其他 | 低楼层(共31层)  | 板楼,0人关注 / 11个月以前发布,330,"26,358元/平"
当代华府 3室2厅 南,当代华府 -江南,3室2厅 | 126平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 2个月以前发布,248,"19,683元/平"
房子精装修，性价好房，诚心出售,和信花园 -江南,3室2厅 | 123.8平米 | 南 | 简装 | 低楼层(共6层)  | 板塔结合,0人关注 / 一年前发布,220,"17,771元/平"
颐景园 园林风格 带车位 边套 三房两厅两卫 看房随时,金义颐景园 -金义都市新区,3室2厅 | 127平米 | 南 | 毛坯 | 低楼层(共26层)  | 板楼,0人关注 / 5个月以前发布,158,"12,441元/平"
采光好 配套齐全 小区环境好 离江边近,金报江景公寓 -金东区,3室2厅 | 137平米 | 南 | 其他 | 低楼层(共16层)  | 板楼,4人关注 / 一年前发布,188,"13,723元/平"
保集海塘府精装修带车位 视野开阔可拎包入住,保集海塘府 -湖海塘,3室1厅 | 127平米 | 南 | 其他 | 中楼层(共17层)  | 塔楼,0人关注 / 2个月以前发布,468.8,"36,914元/平"
金华奥林匹克花园 5室3厅 南 北,金华奥林匹克花园 -婺城新区,5室3厅 | 193.23平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,202,"10,454元/平"
阳光充足  架空2楼 三房 小区居住高,江滨小区 -江南,3室2厅 | 103.48平米 | 南 | 其他 | 低楼层(共7层)  | 板楼,1人关注 / 一年前发布,308,"29,765元/平"
蓝湾国际   楼层好 采光好  户型方正,蓝湾国际花园 -婺城新区,3室2厅 | 126.2平米 | 南 | 其他 | 中楼层(共9层)  | 板塔结合,0人关注 / 一年前发布,220,"17,433元/平"
保集半岛3-2-1-2 140.00m² 320 万 带大车库,保集半岛 -江南,3室2厅 | 140平米 | 南 | 其他 | 高楼层(共11层)  | 板楼,1人关注 / 一年前发布,320,"22,858元/平"
金华奥林匹克花园 5室3厅 南 北,金华奥林匹克花园 -婺城新区,5室3厅 | 193.23平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,202,"10,454元/平"
户型方正，视野开阔、采光好，配套设施齐全,嘉恒格林恬园 -江南,3室2厅 | 97平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 8个月以前发布,248,"25,568元/平"
此小区环境优美，绿化好，交通便利，出行方便。,金厦银湖城 -婺城新区,3室2厅 | 89平米 | 南 | 其他 | 高楼层(共10层)  | 暂无数据,0人关注 / 2个月以前发布,153.8,"17,281元/平"
游泳池旁，8楼，安静不沿街，房东诚心卖。,美的融信•君兰江山 -多湖,4室2厅 | 127平米 | 南 | 其他 | 中楼层(共17层)  | 板塔结合,0人关注 / 8个月以前发布,429,"33,780元/平"
金报步阳华府 3室2厅 南,金报步阳华府 -金东区,3室2厅 | 112平米 | 南 | 其他 | 低楼层(共17层)  | 暂无数据,0人关注 / 一年前发布,330,"29,465元/平"
楼层好，小区人气旺，房间光线充足,东市尚品 -江北,3室2厅 | 112.22平米 | 南 | 其他 | 中楼层(共8层)  | 板楼,2人关注 / 一年前发布,318,"28,338元/平"
紫金玉澜 3室2厅 南,紫金玉澜 -婺城新区,3室2厅 | 87.76平米 | 南 | 其他 | 中楼层(共30层)  | 板楼,2人关注 / 一年前发布,175,"19,941元/平"
边套 楼层好 带车位 房东诚售,德信江南大院 -武义县,3室2厅 | 115平米 | 东南 | 其他 | 高楼层(共18层)  | 板塔结合,0人关注 / 一年前发布,190,"16,522元/平"
小区环境优美，开间朝南，地理位置好，生活配套齐全,万固·东方樾 -金东区,4室2厅 | 138平米 | 南 | 其他 | 低楼层(共17层)  | 暂无数据,0人关注 / 5个月以前发布,165,"11,957元/平"
柳湖花园，两房两厅一厨一卫，还带附房,柳湖花园 -江北,2室2厅 | 92.32平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,2人关注 / 8个月以前发布,139,"15,057元/平"
尚格康桥漫步 3室2厅 南 北,尚格康桥漫步 -婺城新区,3室2厅 | 89平米 | 南 北 | 其他 | 中楼层(共11层)  | 板楼,2人关注 / 5个月以前发布,153,"17,192元/平"
此房精装，通透方正格局，楼层好，视野宽阔，,西城悦居 -婺城新区,3室1厅 | 68.35平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 7个月以前发布,120,"17,557元/平"
房东自住装修，带车位出售，实地看房方便。,紫金玉澜 -婺城新区,3室2厅 | 94平米 | 南 北 | 其他 | 高楼层(共30层)  | 塔楼,0人关注 / 11个月以前发布,180,"19,149元/平"
视野开阔、采光好，配套设施齐全，交通便利。,丽都花园 -江南,4室2厅 | 143平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据,2人关注 / 一年前发布,239,"16,714元/平"
一线江景房，全屋落地窗，品质小区，看房方便,紫金湾B区 -金东区,4室1厅 | 143平米 | 南 | 其他 | 低楼层(共25层)  | 暂无数据,1人关注 / 11个月以前发布,430,"30,070元/平"
晓郡二期 9月份下旬满二，采光好，看房方便。,融创晓郡花园二期 -金东区,4室2厅 | 103平米 | 南 | 其他 | 中楼层(共33层)  | 塔楼,0人关注 / 4个月以前发布,230,"22,331元/平"
江南名家   位置好  出行方便,江南名家 -江南,4室1厅 | 191平米 | 南 | 其他 | 高楼层(共7层)  | 塔楼,5人关注 / 6个月以前发布,266,"13,927元/平"
大面积，四房户型，房东自住装修，可住可租。,星河湾 -婺城新区,4室2厅 | 130.59平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 一年前发布,163,"12,482元/平"
高档小区 物业管理严格 小区娱乐配套设施齐全,红星金义天铂 -金义都市新区,3室2厅 | 96平米 | 南 | 其他 | 高楼层(共27层)  | 暂无数据,0人关注 / 一年前发布,120,"12,500元/平"
泰地世锦园 *喜欢的蝴蝶型户型 满二 带车位 楼层好,泰地世锦园 -江南,3室2厅 | 137.27平米 | 南 | 精装 | 高楼层(共10层)  | 板塔结合,2人关注 / 一年前发布,430,"31,326元/平"
江北凤山街德尚华庭电梯毛坯四楼三房两卫低价转让,德尚华庭 -江北,3室2厅 | 133平米 | 南 | 其他 | 低楼层(共17层)  | 板塔结合,3人关注 / 一年前发布,259.8,"19,534元/平"
东华家园南区3-1-1-2 160.00m² 240 万,东华家园南区 -金东区,3室1厅 | 160平米 | 南 | 其他 | 中楼层(共18层)  | 板塔结合,1人关注 / 一年前发布,240,"15,000元/平"
东方明珠，精装，房东自住，看房提前联系,东方明珠花园 -金东区,3室2厅 | 128.22平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,3人关注 / 一年前发布,209,"16,301元/平"
万固西江月三房，户型好，带车位，采光好，随时看房,万固西江月 -婺城新区,3室2厅 | 89.91平米 | 南 | 其他 | 低楼层(共13层)  | 暂无数据,0人关注 / 一年前发布,120,"13,347元/平"
楼层适中，格局方正、视野开阔，采光好,金都美地 -金东区,3室2厅 | 110平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,2人关注 / 一年前发布,220,"20,000元/平"
西城悦居 精装修 房东诚心出售,西城悦居 -婺城新区,3室2厅 | 69平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,1人关注 / 一年前发布,117,"16,957元/平"
房东诚心卖，商圈配套好，看房提前联系,市园丁新村 -江南,2室1厅 | 67平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 一年前发布,245,"36,568元/平"
"品质小区悦江府， 小区环境优美品质小区,采光充足",金地融信悦江府 -金东区,3室2厅 | 117平米 | 南 | 其他 | 高楼层(共16层)  | 板楼,1人关注 / 一年前发布,275,"23,505元/平"
出行方便  拎包入住   采光好,龙吟小区 -江南,3室2厅 | 81.03平米 | 南 北 | 其他 | 低楼层(共7层)  | 板楼,1人关注 / 8个月以前发布,129.8,"16,019元/平"
曙光花园（后城里街），带辅房，自住装修,曙光花园(后城里街) -江北,3室2厅 | 135平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,6人关注 / 一年前发布,188,"13,926元/平"
南苑小区74平，243.8万，全明户型,南苑小区 -江南,3室2厅 | 74平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,1人关注 / 一年前发布,200,"27,028元/平"
上铁江枫雅苑电梯大三房百变毛坯低价转让,上铁江枫雅苑 -江北,3室2厅 | 122平米 | 南 | 其他 | 中楼层(共10层)  | 暂无数据,2人关注 / 一年前发布,179,"14,673元/平"
新城云昱大三房高楼层采光好户型好无遮挡价格低,新城云昱 -金义都市新区,3室2厅 | 98平米 | 南 | 其他 | 高楼层(共26层)  | 暂无数据,0人关注 / 4个月以前发布,120,"12,245元/平"
南北通透 采光充足 交通便利  环境优美,中月悦园 -永康市,2室1厅 | 113.8平米 | 南 北 | 毛坯 | 低楼层(共17层)  | 板楼,3人关注 / 4个月以前发布,175,"15,378元/平"
此房满二省税，小区交通便利入住率绿化优美 精装出售,当代华府 -江南,3室2厅 | 137平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,0人关注 / 10个月以前发布,245,"17,884元/平"
绿城御园大合院的房子，有车位，毛坯房，看房随时联系,御园 -江北,6室3厅 | 780.5平米 | 南 北 | 其他 | 2层  | 板楼 | 独栋别墅 ,0人关注 / 一年前发布,3600,"46,125元/平"
绿茵小区3-2-1-1 115.19m² 310 万,绿茵小区 -江南,3室2厅 | 115.19平米 | 南 | 其他 | 低楼层(共7层)  | 板楼,0人关注 / 一年前发布,298,"25,871元/平"
小区地理位置优越，社区安静，武义高品质住宅区,德信江南大院 -武义县,4室1厅 | 110平米 | 南 | 其他 | 低楼层(共18层)  | 板塔结合,0人关注 / 一年前发布,185,"16,819元/平"
南国名城 电梯房 3房2卫 精装修 拎包入住,南国名城 -江南,3室2厅 | 125平米 | 南 | 其他 | 高楼层(共15层)  | 板楼,3人关注 / 一年前发布,229.8,"18,384元/平"
此房精装交付，直接拎包入住。。。。。,意谐缤虹星城 -婺城新区,3室2厅 | 89平米 | 南 | 其他 | 中楼层(共28层)  | 板塔结合,0人关注 / 一年前发布,148,"16,630元/平"
小区环境优美，交通便利，社区成熟，安保完善,金厦银湖城 -婺城新区,3室2厅 | 89平米 | 东南 | 其他 | 中楼层(共7层)  | 板塔结合,0人关注 / 11个月以前发布,145,"16,293元/平"
电梯毛坯房，可以按照自己喜欢的风格装修。,万固西江月 -婺城新区,4室2厅 | 128平米 | 南 北 | 其他 | 高楼层(共13层)  | 暂无数据,1人关注 / 一年前发布,180,"14,063元/平"
紫金玉澜 3室2厅 南 北,紫金玉澜 -婺城新区,3室2厅 | 115平米 | 南 北 | 其他 | 低楼层(共18层)  | 板楼,0人关注 / 10个月以前发布,210,"18,261元/平"
星河湾四房户型好，带车库，采光充足，房东诚心出售,星河湾 -婺城新区,4室2厅 | 161平米 | 南 | 毛坯 | 中楼层(共7层)  | 板楼,1人关注 / 一年前发布,175,"10,870元/平"
本小区都是精装修交付，闹中取静，环境不错。,意谐缤虹星城 -婺城新区,3室2厅 | 89平米 | 南 | 其他 | 中楼层(共33层)  | 暂无数据,0人关注 / 一年前发布,136.8,"15,371元/平"
缤虹星城89平东边套中间楼层， 户型方正 ，看房方便,意谐缤虹星城 -婺城新区,3室2厅 | 85.77平米 | 南 | 其他 | 低楼层(共33层)  | 板塔结合,2人关注 / 6个月以前发布,120,"13,991元/平"
晓郡二期房源 毛坯带车位  户型方正 看房方便,融创晓郡花园二期 -金东区,3室1厅 | 89平米 | 南 | 其他 | 中楼层(共33层)  | 塔楼,1人关注 / 一年前发布,208,"23,371元/平"
满2年有车位，电梯房，看房方便，小区环境好视野开阔,凤凰一品 -江北,3室2厅 | 105平米 | 南 | 其他 | 高楼层(共11层)  | 板塔结合,0人关注 / 7个月以前发布,230,"21,905元/平"
蓝湾上林院 3室2厅 南,蓝湾上林院 -江北,3室2厅 | 110平米 | 南 | 其他 | 高楼层(共16层)  | 板塔结合,2人关注 / 10个月以前发布,308.8,"28,073元/平"
江北品质小区，绿城物业，服务好，楼层好，带车位。。,凤凰一品 -江北,3室2厅 | 108平米 | 南 | 其他 | 中楼层(共11层)  | 板塔结合,0人关注 / 一年前发布,218.8,"20,260元/平"
新世纪花园3-1-1-1 85.00m² 215 万,新世纪花园 -江南,3室1厅 | 85平米 | 南 | 其他 | 中楼层(共7层)  | 板塔结合,2人关注 / 一年前发布,169,"19,883元/平"
交通方便，位置好楼层好，房东诚心卖,太阳城 -江北,3室2厅 | 108平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,165,"15,278元/平"
出行方便   拎包入住     全新装修,华明巷2号 -江北,2室2厅 | 62平米 | 南 北 | 其他 | 高楼层(共5层)  | 暂无数据,6人关注 / 11个月以前发布,109.2,"17,613元/平"
春江花园三期，顶楼，未满二，带阁楼跟车位,春江花园三期 -江北,3室2厅 | 83平米 | 南 | 其他 | 高楼层(共11层)  | 暂无数据,6人关注 / 一年前发布,215,"25,904元/平"
艺术感，设计感爆棚的小区，与时尚的你十分般配,金义颐景园 -金义都市新区,3室2厅 | 97.03平米 | 南 | 其他 | 高楼层(共26层)  | 板楼,0人关注 / 11个月以前发布,122,"12,574元/平"
紫金台 户型好 人车分流 实用面积大此小区精品小区,紫金湾B区 -金东区,3室2厅 | 89.2平米 | 南 | 其他 | 高楼层(共26层)  | 暂无数据,1人关注 / 11个月以前发布,208,"23,319元/平"
怡景聚贤庭 3室2厅 南 北,怡景聚贤庭 -婺城新区,3室2厅 | 125.3平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,2人关注 / 9个月以前发布,162,"12,929元/平"
金湖雅苑 3室2厅 南,金湖雅苑 -湖海塘,3室2厅 | 92.6平米 | 南 | 其他 | 高楼层(共11层)  | 暂无数据,0人关注 / 10个月以前发布,168,"18,143元/平"
九龙玉府 3室2厅 南,九龙玉府 -江北,3室2厅 | 89平米 | 南 | 其他 | 中楼层(共8层)  | 板楼,1人关注 / 11个月以前发布,170,"19,102元/平"
清风南岸 2室2厅 南,清风南岸 -江南,2室2厅 | 89.7平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,1人关注 / 10个月以前发布,218,"24,304元/平"
采光好 配套齐全 小区环境好 离江边近,金报留庄A区 -金东区,3室2厅 | 139平米 | 南 | 其他 | 低楼层(共17层)  | 塔楼,1人关注 / 一年前发布,280,"20,144元/平"
此房精装修，拎包入住.户型方正.,西城悦居 -婺城新区,3室2厅 | 68平米 | 南 | 其他 | 中楼层(共7层)  | 平房,0人关注 / 10个月以前发布,115,"16,912元/平"
御园御公馆 3室2厅 南,御园御公馆 -江北,3室2厅 | 136.5平米 | 南 | 其他 | 中楼层(共17层)  | 板楼,0人关注 / 8个月以前发布,348,"25,495元/平"
翰悦府，电梯大四房江景小区，沿江绿地公园,瀚悦府 -江南,4室1厅 | 142平米 | 南 北 | 其他 | 高楼层(共27层)  | 板塔结合,2人关注 / 7个月以前发布,395,"27,817元/平"
精装修，拎包入住，购物方便，交通便利。,滨江小区 -婺城新区,2室1厅 | 99.8平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,1人关注 / 10个月以前发布,109.78,"11,000元/平"
龄新，户型方正，采光好，湖景房，入住人群素质高,保集海塘府 -湖海塘,4室2厅 | 140平米 | 南 | 其他 | 中楼层(共11层)  | 塔楼,0人关注 / 8个月以前发布,530,"37,858元/平"
此房满五唯一，阁楼可以单独成户,万达花园 -江南,4室2厅 | 160平米 | 南 | 其他 | 高楼层(共7层)  | 板塔结合,2人关注 / 一年前发布,288,"18,000元/平"
滨湖印象花园 3室1厅 南,滨湖印象花园 -湖海塘,3室1厅 | 136平米 | 南 | 其他 | 低楼层(共16层)  | 板楼,0人关注 / 2个月以前发布,338,"24,853元/平"
两房，无车位，可随便停，不满二，楼层好，很适合居住,青春小区中区 -江北,2室2厅 | 62.23平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,3人关注 / 一年前发布,120,"19,284元/平"
冠达华庭 大面积，三房朝南。有车库,冠达华庭 -江南,3室2厅 | 149平米 | 南 | 简装 | 低楼层(共7层)  | 板楼,4人关注 / 一年前发布,265,"17,786元/平"
金义都市豪园小区，小区环境优美，交通便利,都市豪园 -金义都市新区,3室2厅 | 95.17平米 | 南 | 其他 | 高楼层(共28层)  | 板塔结合,0人关注 / 3个月以前发布,152,"15,972元/平"
万固西江月 4室1厅 南,万固西江月 -婺城新区,4室1厅 | 118平米 | 南 | 毛坯 | 低楼层(共13层)  | 板楼,0人关注 / 8个月以前发布,158,"13,390元/平"
美的金宸府。楼层好，采光充足，视野开阔，环境优越。,美的金宸府 -江北,3室1厅 | 92.1平米 | 南 | 其他 | 低楼层(共17层)  | 暂无数据,1人关注 / 7个月以前发布,247.8,"26,906元/平"
房东诚心出售 满五唯一省税 可小刀,凤凰家园 -江北,2室2厅 | 95平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 11个月以前发布,168,"17,685元/平"
龙域天城 2室2厅 南,龙域天城 -永康市,2室2厅 | 112平米 | 南 | 其他 | 低楼层(共13层)  | 板楼,2人关注 / 一年前发布,376,"33,572元/平"
晓郡二期房源 毛坯带车位 户型方正 看房方便,融创晓郡花园二期 -金东区,2室1厅 | 89平米 | 南 北 | 其他 | 高楼层(共33层)  | 塔楼,0人关注 / 9个月以前发布,213.6,"24,000元/平"
B2户型，三开间朝南，采光好，楼栋位置好,意谐缤虹星城 -婺城新区,3室2厅 | 89平米 | 南 | 其他 | 低楼层(共32层)  | 板塔结合,7人关注 / 一年前发布,137.8,"15,484元/平"
满2年，有车位，看房方便，楼层好，西边套，环境好。,光明湖海城市花园 -湖海塘,4室2厅 | 137平米 | 北 南 | 其他 | 中楼层(共20层)  | 塔楼,1人关注 / 6个月以前发布,345,"25,183元/平"
新锐商住楼 3室2厅 南 北,新锐商住楼 -金东区,3室2厅 | 136.03平米 | 南 北 | 其他 | 中楼层(共8层)  | 板楼,1人关注 / 7个月以前发布,150,"11,027元/平"
